SLAVE_INDEX,DURATION,REQ_PER_SEC,READ_COUNT,WRITE_COUNT,LOCAL_FAILURES,REMOTE_FAILURES,SUX_UPDATE_XACT_RESPONSE,SUX_READ_ONLY_XACT_RESPONSE,UPDATE_XACT_RESPONSE_TIME,INIT_TIME,COMMIT_TIME,CPU_USAGE,MEM_USAGE,NUM_THREADS,NUM_KEYS,DATA_ACCESS_PATTERN,READS_BEFORE_FIRST_WRITE,RG_NTCB,RG_NTCB_S,avgLocalGetTime,localReadOnlyTxCommitServiceTime,gMUClusteredGetCommandWaitingTime,avgWriteTxDuration,remoteUpdateTxPrepareResponseTime,localReadOnlyTxPrepareResponseTime,numKilledTxDueToValidation,numLocalTxWaitingTimeInGMUQueueDueToSlowCommits,localReadOnlyTxRemoteNodesRead,applicationContentionFactor,gMUWaitingTimeEnabled,avgCompleteNotificationAsync,avgLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,remoteUpdateTxCommitServiceTime,tOGMUPrepareRttMinusMaxValidationTime,numRemoteRemoteLockContentions,avgNumNodesCommit,avgCommitAsync,localUpdateTxTotalCpuTime,localUpdateCommittedXact,avgPrepareAsync,numLocalTxWaitingTimeInGMUQueueDueToCommitsConflicts,localReadOnlyTxPrepareServiceTime,waitedTimeInLocalCommitQueue,avgNumOfLockRemoteTx,localUpdateTxLocalServiceTime,remoteUpdateTxPrepareServiceTime,avgPutsPerWrTransaction,numWaitedLocalCommits,localUpdateTxCommitServiceTime,avgTOGMUPrepareNoWaitRtt,numberOfRemotePuts,avgTCBTime,numRemoteTxWaitingTimeInGMUQueueDuePendingTx,numTOGMUSuccessfulPrepareNoWait,numAbortedTxDueToWriteLock,avgNumNodesRemoteGet,currentState,localUpdateTxRemoteRollbackServiceTime,avgRemoteTxWaitingTimeInGMUQueueDuePendingTx,numberOfRemoteGets,avgLocalTxWaitingTimeInGMUQueueDuePendingTx,tOGMUPrepareWaitProbability,avgLocalLockHoldTime,avgNumAsyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,avgPrepareCommandSize,tOGMUAvgSuccessfulValidationResponseTime,numLocalRemoteLockContentions,avgResponseTime,localReadOnlyCommittedXact,currentProtocolInfo,avgRemoteLockHoldTime,numberOfCommits,tOAvgValidationConditionalWaitTime,numOwnedWrItemsInLocalPrepare,avgRollbackCommandSize,numReadsBeforeWrite,numAbortedTxDueToValidation,localUpdateTxLocalRollbackResponseTime,abortRate,avgNumOfLockLocalTx,numberOfLocalCommits,avgGetsPerWrTransaction,remoteUpdateTxRollbackServiceTime,readOnlyTxTotalResponseTime,avgLockWaitingTime,allowProtocolSwitch,currentProtocolAsInt,remoteUpdateTxRollbackResponseTime,remotePutExecutionTime,avgRemoteTxCompleteNotifyTime,numOwnedWrItemsInRemotePrepare,avgReadOnlyTxDuration,avgClusteredGetCommandReplySize,numWaitedRemoteCommits,avgNumNodesRollback,replicationDegree,avgLocalLocalAbortLockHoldTime,remoteContentionProbability,numberOfPuts,avgNumSyncSentCommitMsgs,numRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,avgGmuClusteredGetCommandRttNoWait,coolDownTimeExpired,avgRemotePutsPerWrTransaction,readOnlyTxTotalCpuTime,numWaitedRemoteGets,numLocalLocalLockContentions,avgClusteredGetCommandSize,tOMaxSuccessfulValidationWaitingTime,localUpdateTxRemoteRollbackResponseTime,enabled,localUpdateTxTotalResponseTime,avgRemoteGetsPerROTransaction,avgPrepareRtt,avgRemoteTxWaitingTimeInGMUQueueDueToCommitsConflicts,numEarlyAborts,avgRemoteTxWaitingTimeInGMUQueueDueToSlowCommits,terminationCost,throughput,tOGMUPrepareRttMinusAvgValidationTime,avgCommitCommandSize,avgLocalSuccessfulLockHoldTime,avgNumNodesCompleteNotification,switchCoolDownTime,lockContentionProbability,numOwnedRdItemsInRemotePrepare,tOPrepareWaitTime,avgGetsPerROTransaction,remotelyDeadXact,avgNumNodesPrepare,numLocalTxWaitingTimeInGMUQueueDuePendingTx,localActiveTransactions,localUpdateTxRemoteNodesRead,availableProtocolsInfo,localUpdateTxLocalRollbackServiceTime,tOGMUAvgSuccessfulValidationServiceTime,currentProtocolId,numLocalPrepareAborts,avgRemoteGetsPerWrTransaction,numOwnedRdItemsInLocalPrepare,avgAbortedWriteTxDuration,localUpdateTxPrepareServiceTime,remoteUpdateTxCommitResponseTime,avgLocalRemoteAbortLockHoldTime,localUpdateTxLocalResponseTime,numRemoteLocalLockContentions,remoteGetResponseTime,numAbortedTxDueDeadlock,localReadOnlyTxLocalServiceTime,localReadOnlyTxLocalResponseTime,avgNumOfLockSuccessLocalTx,avgNTCBTime,numAbortedTxDueToReadLock,localUpdateTxPrepareResponseTime,numberOfGets,avgCommitRtt,avgRemoteGetRtt,updateXactToPrepare,gMUClusteredGetCommandServiceTime,currentEpoch,avgLocalTxWaitingTimeInGMUQueueDueToSlowCommits,waitedTimeInRemoteCommitQueue,localUpdateTxCommitResponseTime,remoteGetServiceTime,localContentionProbability,avgNumPutsBySuccessfulLocalTx,avgLockHoldTime,availableProtocolIds,gMUClusteredGetCommandResponseTime,tONumValidationWaited,numAbortedXacts,avgTxArrivalRate,percentageSuccessWriteTransactions,avgRollbackAsync,localReadOnlyTxCommitResponseTime,writeSkewProbability,avgRollbackRtt,percentageWriteTransactions,Before,After
0,180883,0,168,2,0,0,1112361.294,1063342.94425,1112361.294,10.724547058823529,5404.2845,0.6907435357427024,1.1543705333333333E8,1,100000,UNIFORM,1,86.26062941176471,52.8772705882353,16,0,0,1111960,239,0,0,0,58.0,0.0,false,0,0,201,0,0,9,1101,108868,2,0,0,0,0,0,106700,246,5.0,0,756,0,10,18,0,0,0,1,SAFE,0,0,164401,0,0,0,9,0,2864,0,0,1063706,168,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},4462,186,0,0.0,0,-1.0,0,0,0.0,0,170,1000,0,1063137,0,true,0,0,41,0,1.125,1063131,0,0,0,2,0,0.0,10,0,0,0,true,5.0,105823,0,0,43,0,0,true,1111967,967.077380952381,2952,0,0,0,82936,0.9444444444444444,0,71,0,0,60,0.0,0.0,0,1000,0,9,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,966.0,0.0,0,1323,613,0,1107218,0,1080,0,105499,1062714,0,183,0,3245,170000,0,1041,2,0,0,0,0,1406,97,0.0,5.0,4462,2PC__ TO__ PB,0,0,0,1.0333333333333334,0.011764705882352941,0,0,0.0,0,0.011764705882352941,3253,3253
1,180324,0,166,3,0,0,1081819.016,1066642.752427711,1081819.016,8.498727810650887,9935.497,0.640200858757298,7.227697066666667E7,1,100000,UNIFORM,1,75.76479881656805,55.19006508875739,13,0,0,1081668,193,0,0,0,58.0,0.0,false,0,0,159,0,0,10,1098,110550,3,0,0,0,0,0,107007,196,5.0,0,1707,0,13,18,0,0,0,1,SAFE,0,0,163423,0,0,0,9,0,2864,0,0,1066723,166,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3387,187,0,0.6666666666666666,0,-1.0,0,0,0.0,0,169,1000,0,1066464,0,true,0,0,180,0,1.0,1066453,0,0,0,2,0,0.0,15,0,0,0,true,4.333333333333333,105217,0,0,43,0,0,true,1081676,966.9698795180723,5708,0,0,0,78352,0.9388888888888889,0,71,0,0,60,0.0,0.0,0,1000,0,10,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,968.6666666666666,0.0,0,1750,155,0,1072513,0,1083,0,104876,1066035,0,165,0,6315,169000,0,1047,3,0,0,0,0,2753,96,0.0,5.0,3387,2PC__ TO__ PB,0,0,0,1.038888888888889,0.01775147928994083,0,0,0.0,0,0.01775147928994083,3261,3261
2,180366,0,176,1,0,0,1058967.783,1018697.1786534091,1058967.783,6.255790960451978,12137.541,0.6582135710969449,6.90422976E7,1,100000,UNIFORM,1,83.17616949152541,54.65196610169492,17,0,0,1058535,214,0,0,0,58.0,0.0,false,0,0,173,0,0,9,763,121271,1,0,0,0,0,0,116113,219,5.0,0,2335,0,4,17,0,0,0,1,SAFE,0,0,171047,0,0,11345,8,0,2864,0,0,1018740,176,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3100,188,0,1.0,0,-1.0,0,0,0.0,1,177,1000,0,1018522,0,true,0,0,115,0,1.0909090909090908,1018514,0,0,0,2,0,0.0,5,0,0,0,true,4.0,100675,0,0,43,0,0,true,1058544,966.4090909090909,6928,0,0,0,74960,0.9833333333333333,0,71,11345,0,60,0.0,0.0,0,1000,0,9,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,959.0,0.0,0,2687,168,0,1046900,0,1034,0,100371,1018032,1,167,0,8114,177000,0,999,1,0,0,0,0,3372,92,0.0,5.0,4749,2PC__ TO__ PB,0,0,0,1.0444444444444445,0.005649717514124294,0,0,0.0,0,0.005649717514124294,3367,3367
3,180730,0,172,1,0,0,1069011.512,1044371.8035813954,1069011.512,9.196942196531792,23950.111,0.5361351606794156,6.595756E7,1,100000,UNIFORM,1,118.25015028901734,57.327630057803475,14,0,0,1068859,199,0,0,0,58.0,0.0,false,0,0,163,0,0,9,1226,105894,1,0,0,0,0,0,101362,203,5.0,0,2104,0,5,17,0,0,0,1,SAFE,0,0,167293,0,0,0,9,0,2863,0,0,1044269,172,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3025,193,0,0.0,0,-1.0,0,0,0.0,0,173,1000,0,1044134,0,true,0,0,179,0,1.1,1044126,0,0,0,2,0,0.0,5,0,0,0,true,5.0,101821,0,0,43,0,0,true,1068867,966.9651162790698,20106,0,0,0,69179,0.9611111111111111,0,71,0,0,60,0.0,0.0,0,1000,0,9,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,975.0,0.0,0,2333,158,0,1045137,0,1060,0,101523,1043752,0,232,0,20763,173000,0,1026,1,0,0,0,0,2862,93,0.0,5.0,3025,2PC__ TO__ PB,0,0,0,1.0722222222222222,0.005780346820809248,0,0,0.0,0,0.005780346820809248,3309,3309
4,180190,0,175,1,0,0,1074166.702,1023427.0142514287,1074166.702,7.5526136363636365,9434.355,0.4434913774951267,8.022395413333334E7,1,100000,UNIFORM,1,86.03653977272728,55.73484090909091,15,0,0,1073999,176,0,0,0,58.0,0.0,false,0,0,173,0,0,10,1568,114972,1,0,0,0,0,0,110186,179,5.0,0,2383,0,4,17,0,0,0,1,SAFE,0,0,170216,0,0,0,9,0,2863,0,0,1023512,175,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},6267,193,0,1.0,0,-1.0,0,0,0.0,0,176,1000,0,1023235,0,true,0,0,124,0,1.0588235294117647,1023223,0,0,0,2,0,0.0,5,0,0,0,true,4.0,103794,0,0,43,0,0,true,1074007,967.0685714285714,4270,0,0,0,79928,0.9777777777777777,0,71,0,0,60,0.0,0.0,0,1000,0,10,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,979.0,0.0,0,2248,164,0,1064789,0,1039,0,103464,1022804,0,174,0,5009,176000,0,1003,1,0,0,0,0,3651,94,0.0,5.0,6267,2PC__ TO__ PB,0,0,0,1.0722222222222222,0.005681818181818182,0,0,0.0,0,0.005681818181818182,3257,3257
5,180336,0,164,5,0,0,1046075.4096,1067600.5548536587,1046075.4096,7.964284023668639,7112.182,0.6518942872104325,6.283031946666667E7,1,100000,UNIFORM,1,100.88520710059171,59.273118343195264,14,0,0,1045923,219,0,0,0,58.0,0.0,false,0,0,184,0,0,9,1044,105092,5,0,0,0,0,0,101599,222,5.0,0,1682,0,24,18,0,0,0,1,SAFE,0,0,163196,0,0,0,9,0,2863,0,0,1066766,164,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3451,181,0,0.2,0,-1.0,0,0,0.0,0,169,1000,0,1067411,0,true,0,0,103,0,1.0833333333333333,1067401,0,0,0,2,0,0.0,25,0,0,0,true,4.8,105346,0,0,43,0,0,true,1045931,965.6524390243902,3596,0,0,0,82663,0.9388888888888889,0,71,0,0,60,0.0,0.0,0,1000,0,9,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,965.8,0.0,0,1717,179,0,1039249,0,1084,0,105007,1066950,0,179,0,4018,169000,0,1047,5,0,0,0,0,2557,96,0.0,5.0,3451,2PC__ TO__ PB,0,0,0,1.0055555555555555,0.029585798816568046,0,0,0.0,0,0.029585798816568046,3391,3391
6,179998,0,163,2,0,0,1202362.3705,1089419.8911963191,1202362.3705,8.448030303030304,12004.267,0.46768809924413085,1.002184208E8,1,100000,UNIFORM,1,87.84515757575758,58.10599393939394,15,0,0,1201939,202,0,0,0,58.0,0.0,false,0,0,169,0,0,10,1805,141839,2,0,0,0,0,0,135821,205,5.0,0,2579,0,9,20,0,0,0,1,SAFE,0,0,159526,0,0,11774,9,0,2864,0,0,1090588,163,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3755,182,0,0.5,0,-1.0,0,0,0.0,0,165,1000,0,1089232,0,true,0,0,141,0,1.1176470588235294,1089222,0,0,0,2,0,0.0,10,0,0,0,true,4.5,112967,0,0,43,0,0,true,1201953,966.7116564417178,6189,0,0,0,83206,0.9166666666666666,0,71,11774,0,60,0.0,0.0,0,1000,0,10,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,976.0,0.0,0,3290,163,0,1190992,0,1105,0,112622,1088758,0,181,0,6849,165000,0,1065,2,0,0,0,0,3951,103,0.0,5.0,4372,2PC__ TO__ PB,0,0,0,1.011111111111111,0.012121212121212121,0,0,0.0,0,0.012121212121212121,3322,3322
7,180688,0,163,3,0,0,1033674.372,1089393.3158343558,1033674.372,8.677650602409638,6313.905333333333,0.6580008740440741,7.439665333333333E7,1,100000,UNIFORM,1,79.49986746987952,57.490030120481926,15,0,0,1033542,319,0,0,0,58.0,0.0,false,0,0,204,0,0,9,1013,121002,3,0,0,0,0,0,117826,272,5.0,0,1564,0,14,20,0,0,0,1,SAFE,0,0,160406,0,0,0,9,0,2863,0,0,1088173,163,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3270,176,0,0.3333333333333333,0,-1.0,0,0,0.0,0,166,1000,0,1089186,0,true,0,0,81,0,1.0,1089178,0,0,0,2,0,0.0,15,0,0,0,true,4.666666666666667,110741,0,0,43,0,0,true,1033550,966.3496932515337,3047,0,0,0,73656,0.9222222222222223,0,71,0,0,60,0.0,0.0,0,1000,0,9,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,963.6666666666666,0.0,0,1533,199,0,1027427,0,1104,0,110388,1088535,0,195,0,3411,166000,0,1064,3,0,0,0,0,2624,101,0.0,5.0,3270,2PC__ TO__ PB,0,0,0,0.9777777777777777,0.018072289156626505,0,0,0.0,0,0.018072289156626505,3311,3311
8,180691,0,172,2,0,0,1098885.6505,1037618.0865697674,1098885.6505,9.421735632183909,7580.177,0.6029199804612891,5.84140048E7,1,100000,UNIFORM,1,111.956,53.6910632183908,15,0,0,1098741,197,0,0,0,58.0,0.0,false,0,0,158,0,0,9,1285,101725,2,0,0,0,0,0,97442,200,5.0,0,1923,0,9,16,0,0,0,1,SAFE,0,0,168070,0,0,0,9,0,2864,0,0,1038124,172,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},5324,192,0,0.5,0,-1.0,0,0,0.0,0,174,1000,0,1037427,0,true,0,0,141,0,1.1111111111111112,1037420,0,0,0,2,0,0.0,10,0,0,0,true,4.5,100097,0,0,43,0,0,true,1098750,965.8488372093024,3982,0,0,0,69631,0.9666666666666667,0,71,0,0,60,0.0,0.0,0,1000,0,9,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,972.0,0.0,0,2250,154,0,1091386,0,1056,0,99773,1037039,0,213,0,4526,174000,0,1021,2,0,0,0,0,2712,91,0.0,5.0,5324,2PC__ TO__ PB,0,0,0,1.0666666666666667,0.011494252873563218,0,0,0.0,0,0.011494252873563218,3416,3416
9,180122,0,168,1,0,0,1106314.379,1065464.7720595237,1106314.379,6.797313609467455,29478.888,0.7207405812046811,6.978998293333334E7,1,100000,UNIFORM,1,83.48400591715976,58.37106508875739,13,0,0,1106158,210,0,0,0,58.0,0.0,false,0,0,184,0,0,10,1521,110799,1,0,0,0,0,0,105914,213,5.0,0,2166,0,5,18,0,0,0,1,SAFE,0,0,163452,0,0,0,10,0,2864,0,0,1065521,168,{2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol},3441,184,0,0.0,0,-1.0,0,0,0.0,0,169,1000,0,1065287,0,true,0,0,132,0,1.0666666666666667,1065279,0,0,0,2,0,0.0,5,0,0,0,true,5.0,103447,0,0,43,0,0,true,1106168,967.1785714285714,23926,0,0,0,81612,0.9388888888888889,0,71,0,0,60,0.0,0.0,0,1000,0,10,0,0,58.0,{TO=org.infinispan.reconfigurableprotocol.protocol.TotalOrderCommitProtocol__ 2PC=org.infinispan.reconfigurableprotocol.protocol.TwoPhaseCommitProtocol__ PB=org.infinispan.reconfigurableprotocol.protocol.PassiveReplicationCommitProtocol},0,0,2PC,0,966.0,0.0,0,2625,179,0,1076910,0,1081,0,103105,1064842,0,163,0,25190,169000,0,1046,1,0,0,0,0,3958,94,0.0,5.0,3441,2PC__ TO__ PB,0,0,0,1.0222222222222221,0.005917159763313609,0,0,0.0,0,0.005917159763313609,3287,3287
